0.341 -0.541 0.059
0.480 -0.541 0.072
0.619 -0.541 0.095
0.757 -0.541 0.205
0.896 -0.541 0.297
1.035 -0.541 0.382
1.174 -0.541 0.448
1.312 -0.541 0.403
1.451 -0.541 0.204
1.590 -0.541 0.172
-1.046 -0.387 0.069
-0.908 -0.387 0.190
-0.769 -0.387 0.285
-0.630 -0.387 0.278
-0.491 -0.387 0.211
-0.353 -0.387 0.119
-0.214 -0.387 0.034
-0.075 -0.387 0.022
0.064 -0.387 0.032
0.202 -0.387 0.017
0.341 -0.387 0.032
0.480 -0.387 0.045
0.619 -0.387 0.079
0.757 -0.387 0.203
0.896 -0.387 0.305
1.035 -0.387 0.394
1.174 -0.387 0.463
1.312 -0.387 0.422
1.451 -0.387 0.230
1.590 -0.387 0.137
-1.046 -0.233 0.051
-0.908 -0.233 0.176
-0.769 -0.233 0.258
-0.630 -0.233 0.250
-0.491 -0.233 0.184
-0.353 -0.233 0.097
-0.214 -0.233 0.028
-0.075 -0.233 0.018
0.064 -0.233 0.026
0.202 -0.233 0.021
0.341 -0.233 0.024
0.480 -0.233 0.030
0.619 -0.233 0.071
0.757 -0.233 0.204
0.896 -0.233 0.314
1.035 -0.233 0.406
1.174 -0.233 0.474
1.312 -0.233 0.436
1.451 -0.233 0.247
1.590 -0.233 0.117
-1.046 -0.079 0.050
-0.908 -0.079 0.151
-0.769 -0.079 0.228
-0.630 -0.079 0.219
-0.491 -0.079 0.155
-0.353 -0.079 0.077
-0.214 -0.079 0.024
-0.075 -0.079 0.018
0.064 -0.079 0.025
0.202 -0.079 0.028
0.341 -0.079 0.034
0.480 -0.079 0.033
0.619 -0.079 0.070
0.757 -0.079 0.206
0.896 -0.079 0.323
1.035 -0.079 0.418
1.174 -0.079 0.484
1.312 -0.079 0.446
1.451 -0.079 0.259
1.590 -0.079 0.104
-1.046 0.075 0.068
-0.908 0.075 0.120
-0.769 0.075 0.196
-0.630 0.075 0.187
-0.491 0.075 0.126
-0.353 0.075 0.058
-0.214 0.075 0.023
-0.075 0.075 0.020
0.064 0.075 0.027
0.202 0.075 0.034
0.341 0.075 0.043
0.480 0.075 0.044
0.619 0.075 0.074
0.757 0.075 0.210
0.896 0.075 0.334
1.035 0.075 0.430
1.174 0.075 0.494
1.312 0.075 0.456
1.451 0.075 0.269
1.590 0.075 0.094
-1.046 0.229 0.096
-0.908 0.229 0.087
-0.769 0.229 0.162
-0.630 0.229 0.153
-0.491 0.229 0.097
-0.353 0.229 0.042
-0.214 0.229 0.023
-0.075 0.229 0.024
0.064 0.229 0.029
0.202 0.229 0.036
0.341 0.229 0.047
0.480 0.229 0.052
0.619 0.229 0.080
0.757 0.229 0.216
0.896 0.229 0.347
1.035 0.229 0.444
1.174 0.229 0.504
1.312 0.229 0.465
1.451 0.229 0.278
1.590 0.229 0.087
-1.046 0.383 0.131
-0.908 0.383 0.052
-0.769 0.383 0.126
-0.630 0.383 0.119
-0.491 0.383 0.068
-0.353 0.383 0.029
-0.214 0.383 0.023
-0.075 0.383 0.025
0.064 0.383 0.028
0.202 0.383 0.033
0.341 0.383 0.045
0.480 0.383 0.054
0.619 0.383 0.084
0.757 0.383 0.223
0.896 0.383 0.360
1.035 0.383 0.459
1.174 0.383 0.514
1.312 0.383 0.474
1.451 0.383 0.288
1.590 0.383 0.080
-1.046 0.538 0.169
-0.908 0.538 0.020
-0.769 0.538 0.089
-0.630 0.538 0.082
-0.491 0.538 0.039
-0.353 0.538 0.018
-0.214 0.538 0.021
-0.075 0.538 0.024
0.064 0.538 0.023
0.202 0.538 0.027
0.341 0.538 0.038
0.480 0.538 0.050
0.619 0.538 0.085
0.757 0.538 0.229
0.896 0.538 0.374
1.035 0.538 0.474
1.174 0.538 0.524
1.312 0.538 0.484
1.451 0.538 0.297
1.590 0.538 0.073
-1.046 0.692 0.213
-0.908 0.692 0.037
-0.769 0.692 0.051
-0.630 0.692 0.045
-0.491 0.692 0.012
-0.353 0.692 0.007
-0.214 0.692 0.017
-0.075 0.692 0.017
0.064 0.692 0.014
0.202 0.692 0.016
0.341 0.692 0.025
0.480 0.692 0.039
0.619 0.692 0.080
0.757 0.692 0.235
0.896 0.692 0.389
1.035 0.692 0.491
1.174 0.692 0.535
1.312 0.692 0.493
1.451 0.692 0.306
1.590 0.692 0.068
-1.046 0.846 0.261
-0.908 0.846 0.082
-0.769 0.846 0.029
-0.630 0.846 0.020
-0.491 0.846 0.019
-0.353 0.846 0.009
-0.214 0.846 0.011
-0.075 0.846 0.008
0.064 0.846 0.003
0.202 0.846 0.007
0.341 0.846 0.007
0.480 0.846 0.024
0.619 0.846 0.072
0.757 0.846 0.240
0.896 0.846 0.405
1.035 0.846 0.508
1.174 0.846 0.547
1.312 0.846 0.503
1.451 0.846 0.316
1.590 0.846 0.063
-1.046 1.000 0.315
-0.908 1.000 0.135
-0.769 1.000 0.064
-0.630 1.000 0.052
-0.491 1.000 0.047
-0.353 1.000 0.026
-0.214 1.000 0.015
-0.075 1.000 0.014
0.064 1.000 0.020
0.202 1.000 0.025
0.341 1.000 0.016
0.480 1.000 0.009
0.619 1.000 0.064
0.757 1.000 0.244
0.896 1.000 0.421
1.035 1.000 0.526
1.174 1.000 0.560
1.312 1.000 0.513
1.451 1.000 0.326
1.590 1.000 0.060
